"POLITICAL_UNIT","NAME","Event_ID","WGMS_ID","EVENT_DATE","ET_SURGE","ET_CALVING","ET_FLOOD","ET_AVALANCHE","ET_TECTONIC","ET_OTHER","EVENT_DESCRIPTION","INVESTIGATOR","SPONSORING_AGENCY","REFERENCE","REMARKS","PUB_IN_FOG"
"AT","GALLRUTTFERNER",3456,26414,18900810,0,,1,0,0,0,"On August 10, 1890 a GLOF took place in Gallruttferner glacier.","Jonathan L. Carrivick and Fiona S. Tweed; Stephan Harrison et al.","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick & Tweed (2016), Global and Planetary Change, 144, pp. 1-16.; Harrison, S. et al. (2018), The Cryosphere 12.4 (2018): 1195-1209.",,
"AT","GOLDBERG K.",320,1305,20101001,0,0,0,0,0,1,"The icebrigde between the middle and lower part of Goldbergkees at approx. 2550m a.s.l.  is cut off at the beginning of October 2010 (observed at 10.10.2010).  Goldbergkees is now divided into 3 seperated parts. ",,,"ZAMG ",,
"AT","HINTEREIS F.",3457,491,20200829,0,,0,0,0,1,"29th or 30th Aug 2020, a mudflow of >200000 m³ started ~300 m above the glacier during a heavy precipitation event and burried the lowest elevation bands, in total ~82000 m². Due to the narrow valley topography, the glacier shortened by ~670 m. One ablation stake (L9) got lost. ","Rainer Prinz","Department of Atmospheric and Cryospheric Sciences, University of Innsbruck, Innrain 52f, 6020 Innsbruck, Austria",,,
"AT","HOCHALM K.",3458,538,19321099,0,,1,0,0,0,"In October 1932, a GLOF took place in Hochalmkees in the lake Preiml. The outburst volume was  0.30 * 10^6 m^3/s. The GLOF was probably triggered by an ice avalanche. One wooden bridge was destroyed as well as pasture land, alpine tracks and wood.","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from GLACIORISK(2003).",
"AT","KLEINER SONNBLICK K.",3459,1306,99999999,0,,1,0,0,0,"A GLOF took place in Kleiner sonnblick K. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","MARZELL F.",3460,515,19320824,0,,1,0,0,0,"On August 24, 1932 a GLOF took place in Marzell F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.","The coordinates are false (46.8, 10.92). The data come from GLACIORISK(2003).",
"AT","OBERSULZBACH K.",3426,583,20099999,0,0,0,0,0,1,"Between 1998 and 2009, Obersulzbach disintegrated into several tributary glaciers (from west to east): Krimmlertoerl K. (KTK), Obsersulzbach K. (OSK), unteres & oberes Bleidaecher K. (uBDK, oBDK), Sulzbacher K. (SK), Venediger K. (VK).",,,"Seiser, B. and Fischer, A. (2018): Jahresbericht des Instituts für Interdisziplinäre Gebirgsforschung, der Österreichischen Akademie der Wissenschaften, Innsbruck, Österreich.",,
"AT","SCHALF F.",3461,514,19320824,0,,1,0,0,0,"On August 24, 1932 a GLOF took place in Schalf F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","SEEKARLES F.",3462,10459,20141099,0,,0,0,0,1,"In October 2014 a rock fall event started as a result of the collapse of a rock pillar from the west ridge of See-Kogel (above SEEKARLESFERNER). The greatest amount of deposition occured on the neigbhour glacier (NOERDLICHER LOECHERFERNER).  Smaller amounts reached the Seekarlesferner. The elevation of the west ridge was reduce by 40 m. The depositon area (on NOERDLICHER LOECHERFERNER) amounts to 13300 m². ","Markus Strudl","Markus Strudl",,"not published, written down in the final report",
"AT","SEEKARLES F.",3463,10459,20150899,0,,1,0,0,0,"In August 2015 a debris flow occured in the glacial stream. The debris flow extended over 2 km (from the glacier terminus position) and reached lower placed pastures (near Riffelsee). Pasture and vegetation were buried and torn away from the debris flow. New crevasses formed on the glacier (high meltwater input).","Markus Strudl","Markus Strudl",,"not published, written down in the final report",
"AT","SEEKARLES F.",3464,10459,20200799,0,,0,0,0,1,"In July 2020 a rock fall started between 3000-3050 m at the south face of Seekarlesschneid, above SEEKARLESFERNER. The rockfall reached the glacier and stopped near ablation stake 2 and 7.","Markus Strudl","Markus Strudl",,"not published, written down in the final report",
"AT","SULZENAU F.",3465,600,19041104,0,,1,0,0,0,"On November 4, 1904 a GLOF took place in Sulzenau F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",3466,489,16000720,0,,1,0,0,0,"On July 20, 1600 a GLOF took place in Vernagt F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",3467,489,16780716,0,,1,0,0,0,"On July 16, 1678 a GLOF took place in Vernagt F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",598,489,16789999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""One of he reports dealing with the most disastrous flooding of the Ötzal on July 16 1678 contains a rather artless colored sketch which is believed to be the first drawing of a surging glacier. (...) The seracs are piling up at the right side of the Rofen valley, and the lake with some ice -floes is just forming."" HHC1969 ",,,"Event description, Surge Diagnostic features and index based on HHC1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"AT","VERNAGT F.",3468,489,16809999,0,,1,0,0,0,"In 1680, a GLOF took place in Vernagt F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",599,489,17719999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): In the booklet ""Nachrichten von den Eisbergen in Tyrol"" published in 1773 by Walcher J.: ""This book (...) includes the engraving reproduced in Fig. 2 showing the badly broken lower end of the Vernagtferner and the Rofen ice lake extending to the Hintereisferner on August 16, 1772"". HHC1969 ",,,"Event description, Surge Diagnostic features and index based on HHC1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"AT","VERNAGT F.",3469,489,17739999,0,,1,0,0,0,"In 1773, a GLOF took place in Vernagt F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",596,489,18229999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Another short advance of the Vernagtferner has been reported for the years 1820-18200. (...) The small scale surge of 1820 did not upset the regular periodicity, most probably because of high positive mass budget rates between 1820 and 1845."" HHC1969 ",,,"Event description, Surge Diagnostic features and index based on HHC1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1820",
"AT","VERNAGT F.",600,489,18459999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Between June 18, 1844 and June 1, 1845 the terminus advanced 882m, i.e. an average of 2,5m/day. (...) then from may19 to June 1st, 12,5m/day. In winter, a wall of snow observed in front of the terminus provided direct proof of continued movement. The ice front was described as steep, with large pieces of ice constantly falling down, and the surface of the tongue totally broken. (...) Sometimes the water emerged from a crevasse and flowed down superficially."" HHC1969 ",,,"Event description, Surge Diagnostic features and index based on HHC1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.",,
"AT","VERNAGT F.",3470,489,18459999,0,,1,0,0,0,"In 1845, a GLOF took place in Vernagt F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",3471,489,18480713,0,,1,0,0,0,"On July 13, 1848 a GLOF took place in Vernagt F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",597,489,19029999,1,0,0,0,0,0,"Event description from Sevestre & Benn (2015): ""Blümcke and Hess, 1897 noticed an increase in surface velocity of Vernagtferner already in 1893, together with a considerable steepening of the long profile in the following years. In 1899 the surface velocity of Vernagtferner had increased more than tenfold since 1892 to a value of 280m/year (Hess, 1904). (...) The strange fact that Vernagtferner did not take part in the 1920 advance period may have to do with the long period of heavy glacier melt from about 1850-1880, and with the small scale surge of 1899-1902."" HHC1969 ""Si l'on y joint les observations faites en 1897 par M. Hess et moi, on obtient les chiffres suivants qui marquent Augmentation rapider de la vitesse annuelle d'un profil du Vernagtferuer : 1889-91 :17 m.; 1891-93 : 25 m.; 1893-95: 501 m.; 1895-1897: 96m. La` encore le gonflement a devance´ Fe´coulement de plusieurs centaines de me`tres ; cependant il n'a pas encore atteint le front du Vernagtferner"" RE1898 ""Le remesurage ope´re´ par M. Blu`rake au Vernagiferner a montre´ un redoublement de la vitesse annuelle du profil, vitesse qui s'e`tait de´ja` accrue dans une proportion e´norme jusqu'a` l'anne´e dernie`re : les vitesses maximales annuelles sur un seul et me^me profil pre´sentent maintenant la se´rie suivante: 1889-99:: 17 m.; 1891-93: 25 m.; 1893-95: 51 m.; 1895-97: 96 m.; 1897-98: 177 m. Quoique le glacier soit beaucoup plus fortement crevasse´, qu'il se soit e´largi et e´paissi, on n'observe pas encore d'allongement a` son extre´mite´ terminale."" RE1899 ""Dans le Rofenthal, le Vernagtferner est comme nous l'avons de´ja` dit en commenc¸ant, dans une phase de crue caracte´rise´e (200m de '1898-99). Son plus proche voisin, le Gusiarferner est en revanche de nouveau en faible de´crue. "" RE1900 ",,,"Event description, Surge Diagnostic features and index based on HHC1969. For full reference see Sevestre, H., & Benn, D. I. (2015). Journal of Glaciology, 61, 228, 646-662.","surge onset: 1899",
"AT","VERNAGT F.",3472,489,19470528,0,,1,0,0,0,"On May 28, 1947 a GLOF took place in Vernagt F. glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"AT","VERNAGT F.",47,489,19949999,0,0,0,0,0,1,"Due to a continuously increasing extent of ablation area and high melting rates, extremely high runoff values occurred in the Vernagt drainage basin in summer 1994. They resulted in a runoff surplus of more than 50% of the design capacity of the gauging station, in particular during the diurnal runoff peak. These daily floods caused severe damage to the gauging channel and destroyed part of the measurement device. This led to the first prolonged data loss in the otherwise complete time series of discharge at the Pegelstation Vernagtbach since its construction in 1973. Amajor revision of the channel was successfully completed in October 1995 which should enable the recording of discharge amounts of up to 20 m3/s.",,,"WGMS (1998a): FoG 1990-1995 (Vol. VII),  IAHS (ICSI) / UNEP / UNESCO, WGMS, Zurich, Switzerland: 296 pp.",,1995
